,用户ID,评论内容,手机型号
558,17349622594.0,"京东物流一如既往地给力，东西包装很好，没有任何破损，快递小哥服务态度也很好，非常满意的一次购物体验，如果有需要还会再来的！
第一次用红米的东西，冲着9000芯片尝尝鲜，直屏还是闪闪惹人爱，屏幕的效果也还不错，无论分辨率还是清晰度，都属于优秀。照相的话，还行比起三星苹果还有差距，估计小米的算法没有下放。
手机运行比较流畅，日常办公使用足够，也没有发热，待机的话也是需要一天一充吧。不过快充效果确实很好，半个小时搞定。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
559,17335376693.0,"外形外观：非常不错，可以去线下店看看
屏幕音效：声音很不错，谁用谁知道
拍照效果：还不错，
运行速度：非常不错，运行流畅
待机时间：还不错，可以用一下",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
560,17309230656.0,绝对的2022的超值性能机，运行速度特别快，最亮的是120W功率充电速度超快，洗脸的功夫就充90%很意外啊，再加天玑9000的旗舰芯片这个价格超值，哈哈哈,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
561,17384315515.0,4月4日下单付款，12号到手，这8天没白等，手机真的很不错，银迹色很好看，手机用着也流畅，电池也还算耐用，这120w快充是真的太好了！总体来说挺好的！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
562,17347175757.0,非常喜欢哦，好漂亮。像素也高呢，屏幕不错，颜色很好看，高端。音色也很好呢。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
563,17341985284.0,外观非常完美，整体来说非常不错，信价比很高，运行也比较流畅，天际9000就是不一样，快到怀疑人生，屏幕显示效果惊艳。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
564,17367342326.0,这个配置还是可以的，整个机子运行速度很快，电池没有用久发烫现象，充电特别给力，充15到20分钟都满了。看中它的大内存，发货也及时，下单三四天就到了，还付送了一张流量电话卡。性价比高。很好很不错。。。。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
565,17292187375.0,"外形外观：非常好看真香
屏幕音效：屏幕很清晰
拍照效果：拍照很快赞
运行速度：运行非常快
其他特色：充电特别快十几分钟从31到100太给力了",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
566,17286467534.0,心心念念的这款，终于到手了，是我喜欢的颜色，质量很好，2k屏幕，120hz刷新率天际9000，完美，价位也合适，发热比前几代改善了很多，充电速度超级快，好评推荐,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
567,17321147516.0,外观好看，颜色好看，充电快，玩游戏很流畅，性价比高，拍照美颜佳，音效，屏幕非常上档次，运行速度快,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
568,17283415849.0,"绿得很漂亮 颜色爱了爱了  。
充电二十多分钟就能充满?
手机运行速度快～棒
还送了手机壳 嘻嘻",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
569,17378889366.0,手机体验很高，流畅，充电速度特别给力，屏幕高清，高透，国货之光,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
570,17299848831.0,给老婆买的，她很喜欢。收到上手了一天，系统运行流畅，拍照效果很不错，充电速度真的是非常快。用小米换机将旧手机的资料传到新手机很方便，不错的手机。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
571,17290829082.0,用了二天来说下感受电池比较耐用一般中度用法用一天没问题，天玑9000用着也不发烫比那火龙888好太多啦，拍照一亿像素很不错，120W快充速度很快但是不像宣传说的19分钟充满，我剩10%电充满也要25分钟。总的来说这手机比较满意值的买，买手机找京东自营准没错售后服务一流。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
572,17332850625.0,"手机收到了,目前使用5天，在这个价格能买到2k屏加
120w快充已经很不错了，目前还没发现问题，继续使用
一段时间看看
外形外观:很美观，喜欢
屏幕音效：不愧畏2k算幕，非常清晰，不辣眼睛，看着
舒服。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
573,17323510493.0,整体来说，相当不错，侧边指纹解锁也挺好用，像素一亿像素，拍照超清晰，120w充电也很快。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
574,17380010900.0,手机运行速度非常快，屏幕显示也非常炫丽，充电速度非常非常的快。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
575,17387257268.0,"外形外观：超靓
屏幕音效：超赞
拍照效果：拍照效果：超绝
运行速度：超快
到手后真的很惊艳，十分符合我的审美，真的是心水好机！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
576,17295164665.0,高刷屏很流畅，屏幕也很清晰，处理器也很高级，拍照简直不要太清晰，简直就是焊门员，充电十几分钟充满，苹果11换过来，太香了，地表最强性价比。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
577,17351030926.0,k50pro外观非常好看，2k屏幕，非常清晰，不辣眼睛，看着非常舒服，拍照一亿像素每张拍起来都是大片，电池也很耐用，待机一天半没问题，5000毫安电池基本没有用电焦虑。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
578,17332565048.0,外观漂亮，颜色很闪，放音乐?试了下，音质不错，120W快充，非常奈斯！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
579,17321187505.0,"京东快递速度快，发货三天就到了，十分方便。
预售的手机，提前发货了，早用上，早方便！
包装严实，没有破损！
新手机配新处理器，速度很快！
充电速度也很快，方便好用！
墨羽的配色也不错，配上附送的手机壳，还是反射出绚烂的光彩。
电池电量大，一般使用，一整天没问题。
拍照速度也很快。
大容量的手机，可以把之前手机上的内容都拷过来。
重量有些大，沉甸甸的，一直拿着有点压手。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
580,17285345459.0,从16年的ip7p转到这个手机，感觉还是很不错的，主要是电池让我满意，再也不担心手机没电了，用7p每天都带充电宝真的太累人了！拿到手就可以随心所欲的打王者！相比以前的手机真的有质的飞跃！加油！欧力给！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
581,17310596759.0,屏幕质量素质非常高，跑分有90 万，比我的11pro多了20万，温控也非常好，联发科天机真是站起来了,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
582,17317822788.0,手机流畅度还是不错的2k屏幕感觉很喜欢，感觉更加细节。整体来说还是比较值得购买的,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
583,17399072194.0,用起来感觉不错 充电也很快 屏也够大 很不错的一次购物体验,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
584,17369189159.0,当时看了极客湾的评测，天玑9000台积电4纳米的工艺打造的芯片，综合能力只比a15低了百分之20，散热能力比骁龙8好了太多。手机整体的工艺也还行，屏幕算得上同价位最好的了，后续体验继续跟进。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
585,17310258951.0,抢到了5天后发货了。物流很快。折包装了。很喜欢。盼着的就是直屏才拍下了。还没有用。有待更多惊喜。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
586,17299098858.0,很不错，手机收到了，很快就收到了，预售款的很香哈哈哈，手机很香，屏幕很厉害，使用流畅，大大的好评一个，推荐大家购买。推荐小米。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
587,17298328228.0,外观特别好看，特别是银色这个，跑分超94万，性能不错，手感好，双扬声器也很给力，打游戏特别爽！屏幕2k的也特别的棒，也不怎么发热。希望后面体验更好。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
588,17321551176.0,"好机子！价格相对便宜，和所谓高价机&mdash;&mdash;哦，高档机&mdash;&mdash;一样的配置。塑料机身没有质感？呵呵，都是带套，还能摸出个所以然来？
另外，续航很好，屏幕不错，拍照也行。还有啥可说的？",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
589,17283138698.0,"120W,2K,天玑9000，还有什么不能接受的，很满意。
手机屏幕画质杠杠滴，系统流畅，终于换回米机，跟小米平板互动了，至今这个功能还没体验过。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
590,17350254878.0,手机真不错  2k屏  高刷  120w快充 mui13也很好用  还很省电，用着很舒服  完全满足了期望值，棒棒的。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
591,17324956735.0,感觉还是非常不错的，第一次使用侧边指纹，一开始觉得按键低了一点，习惯了就适应了。外观还可以，充电非常快很喜欢。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
592,17320896486.0,再次购买红米系列，真的做的越来越好！手感好，触屏快，外观美，关键是价格美丽！国产手机不二之选！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
593,17284209489.0,细节完美，那在手里还是很舒服的，追求性能就入了k50p，2k屏也是很细腻加 120hz高刷屏幕 真心舒服 可以说这次天玑9000的处理器还是挺不错的,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
594,17307092053.0,"外形外观：这种高端直屏手机已经很稀有了
待机时间：不长时间完游戏，坚持一天问题不大
运行速度：天玑9000确实还可以的，原神60帧无明显卡顿",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
595,17327292445.0,这手机用起来太爽了，外观精致好看，手感很好，拍照很清晰，屏幕看起来也很舒服。充电特别快，十几分钟就充满了。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
596,17359621398.0,好用，MIUI13也比以前流畅很多，功能也实用，不想用火龙，冲着天玑9000来的，希望能针对做更多的优化。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
597,17284925972.0,"外形外观：直屏2K分辩率爽
屏幕音效：声音挺大的，我哥很喜欢
拍照效果：1亿的拍照效果还是杠杠滴
运行速度：天玑9000处理器，台积电代工4纳米工艺不错",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
598,17313214484.0,还是挺满意的，120W快充体验很好，侧面指纹反应速度很快。比之前用的屏下指纹好多了。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
599,17367176749.0,手机收到，抢购了好几天才抢到，快递很给力，比预计时间早到了5天，这点很惊喜。看到手机更惊喜。墨羽的很漂亮，手机屏不愧是2k的。看视频很清晰。反应速度和是杠杠的。虽然原厂带的手机膜看着也很好，很清晰，但是为了手机屏的安全还是忍痛把早早买的钢化膜换上了，手机壳也还了一个黑色的比较匹配的手机壳。看着更完美了。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
600,17321921416.0,"外形外观：外形好看,手感超级好
屏幕音效：清晰
拍照效果：高清晰度，自带滤镜
运行速度：打游戏不卡，很不错的选择",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
601,17317212727.0,物流很快，手机颜色超好看，屏幕看视频玩游戏很爽，充电特别快，续航能力也很强，运行非常的流畅。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
602,17312054899.0,外观简约大气，墨羽后盖新颖有特色，2K直屏顺滑流畅，天玑9000cpu速度快手机不发热，120w快充充电速度特别快。疫情期间京东快递员还按时送货，很感谢。好评！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
603,17309162242.0,到手使用了一天，总体感觉都很不错。2K屏+120高刷，非常完美！然后120W的神仙秒充+5000毫安大电池，快闪充，长续航谁用谁知道，充电速度真的太快了。中度使用一天也够用！拍照也不错，总体感觉很好！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
604,17313102179.0,用了几天下来感觉真的很不错，玩游戏什么的也不会很热，比起高通的处理器丝毫不弱，120W快充也非常方便,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
605,17322822513.0,"外形外观：外观时尚配色好看。
运行速度：天机9000果然名不虚传，功耗，发热都控制的很好，玩大型游戏一点不卡顿
待机时间：待机时间长，充电特别快！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
606,17298971666.0,手机还好用系统很流畅玩游戏速度很快发热也有改善，屏幕显示清晰刷新率好用，充电速度非常快电池很耐用完美完美,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
607,17371438855.0,像素1个亿非常清楚，续航很好，充电速度飞快，分辨率很好，音质也很好，杜比音效，推荐选购,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
608,17314095058.0,"性价比很高，很实惠，使用起来感觉很好，非常完美.^?^.
但是就是耗电，手机发烫（打王者还好，下载应用更新应用或者玩原神）的时候很烫",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
609,17315312013.0,在发布会时就一眼看中了银迹，果然拿到手没有让我失望，太好看了，屏幕看着也很舒服，大小合适，最最喜欢的就是快充了，不到半小时绝对充满，这也太奈斯了，强烈推荐！！！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
610,17370877374.0,Redmi K50Pro银迹配色 AG磨砂玻璃 看起来很有质感 2K+5000毫安电池 120w快充,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
611,17284348559.0,东西不错，挺好看。快递也很快，看完发布会没有犹豫太多就下单了，用小米手机10年了，对这牌子有信心?,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
612,17304503903.0,物流很快，质感很好，很漂亮，很喜欢特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻&hellip;&hellip;宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！东西质量还可以，快递速度也很给力想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
613,17307047879.0,"外形外观：简单大方时尚
屏幕音效：非常丝滑
拍照效果：拍照效果：超级 清晰
运行速度：快 光速
待机时间：长   超级长
其他特色：非常多",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
614,17305177178.0,"商品非常好收到很喜欢
外形外观：好好看不错很喜欢
屏幕音效：震惊了我声音非常
拍照效果：拍照很清晰流程
运行速度：运行速度非常快
待机时间：很长",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
615,17289356341.0,"好好！因为王一博，我现在是米粉啦！入手好几款了！
外形外观：这个颜色我很喜欢
运行速度：打游戏很ok，redmi没有让我失望过",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
616,17281494249.0,宝贝收到啦！超出预期，质量很好，做工精细，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢，我从初中就是米粉了，支持红米小米,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
617,17303659092.0,送货速度很快，昨天晚上10点下单今天早上就到了，物流非常快，很喜欢质感很不错，机身摸着非常舒服,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
618,17328994093.0,外观漂亮，充电也很快，手机也没有发烫，用了两天，没有卡顿，页面切换流畅，屏幕也贼清晰，拍照也好看，值,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
619,17313057871.0,屏幕显示清晰，速度流畅，拍照也超出预期，真的很赞?,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
620,17307333082.0,"拍照效果：一亿像素拍照没得说
外形外观：颜值绝杀
运行速度：性能跑分一百多万 充电速度页巨快",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
621,17281952646.0,22号零点付的尾款，当天就收到了，快递很快，手机拿到手里看着挺小的，挺好看的。还没开机，后续给评价,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
622,17401278447.0,手机很好用，很流畅。屏幕很清晰。充电很快是我喜欢的类型。外观方方正正。拍照很清晰支持防抖。不错,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
623,17288270085.0,"苹果用户转安卓，运行速度确实不错，实际操作有点不适应，习惯就好了。
充电速度真的特别快，续航也不错目前也可以。
值得入手",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
624,17326776708.0,"外形外观：幽芒颜色很青春，很漂亮哦
屏幕音效：盯久了不累眼
拍照效果：很清晰，像素杆杆的
运行速度：打游戏不卡顿，这个价位值了",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
625,17368582226.0,从小米6钉子户过来的，买之前听说这款手机有很多问题，但是系统更新得很及时，更新到最新系统没有一点问题，充电速度快到飞起，实测二十分钟从百分之10到百分之百，玩王者荣耀无压力，温度控制得很好，不用担心掉帧的问题，希望小米越做越好！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
626,17326428105.0,发货很快，手机续航给力，充电速度快，还是120w的爽呀，起床来洗漱到上班出门，电就充满了，玩游戏发热量相比火龙8好太多,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
627,17302250766.0,RedmiK50pro这款手机屏幕质感不错，2K屏幕，照相方面不算太差吧，手机整体主打性价比，喜欢质感的可以体验高端机型。。。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
628,17290228645.0,手机外观超乎我的预想，手感也挺好，之前用的苹果现在转安卓怕不适应，现在感觉还不错，冲着电池大买的，没想到其他方便也非常出色，好评。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
629,17286771176.0,"外形外观：这个新颜色真的不错，个人非常喜欢
屏幕音效：屏幕效果简直无可挑剔，2K屏效果杠杠的
运行速度：运行速度：不愧是 天机9000，游戏玩起来那叫一个流畅。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
630,17294392842.0,相信京东品质，0点拍的，早上10点就送到了。第一次用小米手机，性价比没得说，用了几天速度很快，屏幕也很清晰。待机正常用1天，充电是真的快，基本早上洗漱的时间就可以充满。拍照色彩比较真实，后期修图功能强大。总之这个价位能买到这样性能的手机已经是惊喜了。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
631,17307485620.0,体验很好，很满意，充电手机也没有很烫，120w快充就是快哈，红米这次干的不错,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
632,17381914794.0,手机做工精良，最满意的一次淘货，天玑9000厉害，充电非常快！很喜欢，下次会再来！外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
633,17314712039.0,"手机很好，小米系统个人觉得不错适合自己。
外形外观：银色好看
运行速度：预算足直接上12+
待机时间：待机还可以，天玑9000稳定",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
634,17291886029.0,下单后就一直期待着，已送到拆开了哈哈哈哈，第一轮使用下来各方面都没问题，很满意。而且我个人是蛮喜欢这个幽芒的，本身就喜欢绿色哈哈哈，很好看的。测试了我常用的各种软件，都很顺畅，打游戏更不用说，本身就是奔着这个处理器来的。总之可以入手哈,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
635,17305687231.0,物流到的很快，转天就到。准备送人，试了试，解锁很快，自己安装了壳，调试了一下，感觉后面有点发热，第一次买小米，希望好用。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
636,17285658619.0,首批预售购买的，来当一次小白鼠，发货还是很快的，第二天送到。说下手机，比我小米9大太多了，真的就是一板砖，拍照没什么提升，指纹按键在边缘按压反馈很拉胯，但是续航，高刷和120W快充是我真实感受到了。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
637,17365307120.0,音质不错，很清晰其他特色:日常使用很流畅顺滑，一亿像素直出我看起来效果很好，马达震感舒服，120w充电很快刷个牙的时间，服务态度不错显示效果:这块三星2kE4屏显视效率很好，昨天更新的13.011版本已到支持120HzWQHT和DC调光一起开了！东西收到好几天了，东西不贵，其实买的时候花这个价位，真的没有想着能买到多好的东西，但是收到后才发现，真的有物美价廉的产品，因为产品的质量已经远远超过了价格，已经推荐给好几个朋友了，大家想买的话千万不要犹豫。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
638,17308572010.0,手机到手三天了，体验了一把安卓神机！！舒适！！超快的充电速度，大内存！流畅度拉满！！高刷新率，看着贼舒适,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
639,17308667027.0,特意用了两天才来评价的，本人平时喜欢打打王者荣耀！120帧也试过，稳定运行，但怕费电，一般开的90，非常的稳定没感觉到卡顿掉帧！拍照的话没有想象中的1亿那么牛，但能接受了！电量重度使用一天也没问题，再说充电也太快了，早上起来发现没充电，洗脸刷牙的时间都能从低电量到满电状态！自己是非常喜欢，拍照清晰,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
640,17326007682.0,非常满意，手机特好看，使用起来特别顺手方便，反应快捷，充电速度太快了，以后再也不用担心续航问题了，2k分辨率的屏幕加上120高刷真的是太喜欢了。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
641,17321220276.0,"音质细腻且没有杂音
反应灵敏 设计非常人性化
清晰度高 亮度柔和
总之物超所值 性价比杠杠的 爱了爱了?",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
642,17302478400.0,"外形外观：很好看，屏幕清晰，手感很好。
运行速度：好用，一点也不卡，续航很棒，这个价格和配置真的很香！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
643,17299693088.0,"屏幕音效：音效很棒
拍照效果：拍照一般
运行速度：12G内存比之前的6强太多了
待机时间：2k和120hz全开以后耗电很快，不过充电也快",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
644,17326367725.0,发布会开始就一直心心念念，纠结了很久   总算是到手了 2K的屏幕很清晰  1亿的像素更是牛牛   5000毫安的大电池  120W的充电   不愧是天机9000   爱了爱了,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
